"","Units","scenario","region","gcam-consumer","year","value","Scenario","climate"
"20596","None Specified","Reference","South America_Southern","FoodDemand_Group4",2010,1.87219,"BECCS","None"
"20597","None Specified","Reference","South America_Southern","FoodDemand_Group4",2015,2.33062,"BECCS","None"
"20598","None Specified","Reference","South America_Southern","FoodDemand_Group4",2020,2.42389,"BECCS","None"
"20599","None Specified","Reference","South America_Southern","FoodDemand_Group4",2025,2.75272,"BECCS","None"
"20600","None Specified","Reference","South America_Southern","FoodDemand_Group4",2030,3.20916,"BECCS","None"
"20601","None Specified","Reference","South America_Southern","FoodDemand_Group4",2035,3.68261,"BECCS","None"
"20602","None Specified","Reference","South America_Southern","FoodDemand_Group4",2040,4.2425,"BECCS","None"
"20603","None Specified","Reference","South America_Southern","FoodDemand_Group4",2045,4.90969,"BECCS","None"
"20604","None Specified","Reference","South America_Southern","FoodDemand_Group4",2050,5.72895,"BECCS","None"
"20605","None Specified","Reference","South America_Southern","FoodDemand_Group4",2055,6.62222,"BECCS","None"
"20606","None Specified","Reference","South America_Southern","FoodDemand_Group4",2060,7.64265,"BECCS","None"
"20607","None Specified","Reference","South America_Southern","FoodDemand_Group4",2065,8.7861,"BECCS","None"
"20608","None Specified","Reference","South America_Southern","FoodDemand_Group4",2070,10.0897,"BECCS","None"
"20609","None Specified","Reference","South America_Southern","FoodDemand_Group4",2075,11.5798,"BECCS","None"
"20610","None Specified","Reference","South America_Southern","FoodDemand_Group4",2080,13.2174,"BECCS","None"
"20611","None Specified","Reference","South America_Southern","FoodDemand_Group4",2085,14.8787,"BECCS","None"
"20612","None Specified","Reference","South America_Southern","FoodDemand_Group4",2090,16.6607,"BECCS","None"
"20613","None Specified","Reference","South America_Southern","FoodDemand_Group4",2095,18.5719,"BECCS","None"
"20614","None Specified","Reference","South America_Southern","FoodDemand_Group4",2100,20.5673,"BECCS","None"
"20615","None Specified","Reference","South America_Southern","FoodDemand_Group5",1975,1.14559,"BECCS","None"
"20616","None Specified","Reference","South America_Southern","FoodDemand_Group5",1990,1.33396,"BECCS","None"
"20617","None Specified","Reference","South America_Southern","FoodDemand_Group5",2005,1.82034,"BECCS","None"
"20618","None Specified","Reference","South America_Southern","FoodDemand_Group5",2010,2.38424,"BECCS","None"
"20619","None Specified","Reference","South America_Southern","FoodDemand_Group5",2015,2.90789,"BECCS","None"
"20620","None Specified","Reference","South America_Southern","FoodDemand_Group5",2020,3.04652,"BECCS","None"
"20621","None Specified","Reference","South America_Southern","FoodDemand_Group5",2025,3.45598,"BECCS","None"
"20622","None Specified","Reference","South America_Southern","FoodDemand_Group5",2030,4.02649,"BECCS","None"
"20623","None Specified","Reference","South America_Southern","FoodDemand_Group5",2035,4.66012,"BECCS","None"
"20624","None Specified","Reference","South America_Southern","FoodDemand_Group5",2040,5.35054,"BECCS","None"
"20625","None Specified","Reference","South America_Southern","FoodDemand_Group5",2045,6.14627,"BECCS","None"
"20626","None Specified","Reference","South America_Southern","FoodDemand_Group5",2050,7.08396,"BECCS","None"
"20627","None Specified","Reference","South America_Southern","FoodDemand_Group5",2055,8.14551,"BECCS","None"
"20628","None Specified","Reference","South America_Southern","FoodDemand_Group5",2060,9.33266,"BECCS","None"
"20629","None Specified","Reference","South America_Southern","FoodDemand_Group5",2065,10.672,"BECCS","None"
"20630","None Specified","Reference","South America_Southern","FoodDemand_Group5",2070,12.1281,"BECCS","None"
"20631","None Specified","Reference","South America_Southern","FoodDemand_Group5",2075,13.7431,"BECCS","None"
"20632","None Specified","Reference","South America_Southern","FoodDemand_Group5",2080,15.6034,"BECCS","None"
"20633","None Specified","Reference","South America_Southern","FoodDemand_Group5",2085,17.5612,"BECCS","None"
"20634","None Specified","Reference","South America_Southern","FoodDemand_Group5",2090,19.6299,"BECCS","None"
"20635","None Specified","Reference","South America_Southern","FoodDemand_Group5",2095,21.7901,"BECCS","None"
"20636","None Specified","Reference","South America_Southern","FoodDemand_Group5",2100,24.0595,"BECCS","None"
"20637","None Specified","Reference","South America_Southern","FoodDemand_Group6",1975,1.45976,"BECCS","None"
"20638","None Specified","Reference","South America_Southern","FoodDemand_Group6",1990,1.65798,"BECCS","None"
"20639","None Specified","Reference","South America_Southern","FoodDemand_Group6",2005,2.33169,"BECCS","None"
"20640","None Specified","Reference","South America_Southern","FoodDemand_Group6",2010,2.99953,"BECCS","None"
"20641","None Specified","Reference","South America_Southern","FoodDemand_Group6",2015,3.61771,"BECCS","None"
"20642","None Specified","Reference","South America_Southern","FoodDemand_Group6",2020,3.82782,"BECCS","None"
"20643","None Specified","Reference","South America_Southern","FoodDemand_Group6",2025,4.38466,"BECCS","None"
"20644","None Specified","Reference","South America_Southern","FoodDemand_Group6",2030,5.06817,"BECCS","None"
"20645","None Specified","Reference","South America_Southern","FoodDemand_Group6",2035,5.80568,"BECCS","None"
"20646","None Specified","Reference","South America_Southern","FoodDemand_Group6",2040,6.65138,"BECCS","None"
"20647","None Specified","Reference","South America_Southern","FoodDemand_Group6",2045,7.60481,"BECCS","None"
"20648","None Specified","Reference","South America_Southern","FoodDemand_Group6",2050,8.68238,"BECCS","None"
"20649","None Specified","Reference","South America_Southern","FoodDemand_Group6",2055,9.88441,"BECCS","None"
"20650","None Specified","Reference","South America_Southern","FoodDemand_Group6",2060,11.2113,"BECCS","None"
"20651","None Specified","Reference","South America_Southern","FoodDemand_Group6",2065,12.686,"BECCS","None"
"20652","None Specified","Reference","South America_Southern","FoodDemand_Group6",2070,14.3422,"BECCS","None"
"20653","None Specified","Reference","South America_Southern","FoodDemand_Group6",2075,16.1646,"BECCS","None"
"20654","None Specified","Reference","South America_Southern","FoodDemand_Group6",2080,18.1338,"BECCS","None"
"20655","None Specified","Reference","South America_Southern","FoodDemand_Group6",2085,20.3867,"BECCS","None"
"20656","None Specified","Reference","South America_Southern","FoodDemand_Group6",2090,22.8497,"BECCS","None"
"20657","None Specified","Reference","South America_Southern","FoodDemand_Group6",2095,25.4441,"BECCS","None"
"20658","None Specified","Reference","South America_Southern","FoodDemand_Group6",2100,28.0794,"BECCS","None"
"20659","None Specified","Reference","South America_Southern","FoodDemand_Group7",1975,1.87751,"BECCS","None"
"20660","None Specified","Reference","South America_Southern","FoodDemand_Group7",1990,2.10546,"BECCS","None"
"20661","None Specified","Reference","South America_Southern","FoodDemand_Group7",2005,3.02324,"BECCS","None"
"20662","None Specified","Reference","South America_Southern","FoodDemand_Group7",2010,3.74486,"BECCS","None"
"20663","None Specified","Reference","South America_Southern","FoodDemand_Group7",2015,4.44792,"BECCS","None"
"20664","None Specified","Reference","South America_Southern","FoodDemand_Group7",2020,4.80778,"BECCS","None"
"20665","None Specified","Reference","South America_Southern","FoodDemand_Group7",2025,5.44839,"BECCS","None"
"20666","None Specified","Reference","South America_Southern","FoodDemand_Group7",2030,6.34598,"BECCS","None"
"20667","None Specified","Reference","South America_Southern","FoodDemand_Group7",2035,7.29303,"BECCS","None"
"20668","None Specified","Reference","South America_Southern","FoodDemand_Group7",2040,8.33322,"BECCS","None"
"20669","None Specified","Reference","South America_Southern","FoodDemand_Group7",2045,9.45185,"BECCS","None"
"20670","None Specified","Reference","South America_Southern","FoodDemand_Group7",2050,10.6505,"BECCS","None"
"20671","None Specified","Reference","South America_Southern","FoodDemand_Group7",2055,12.0634,"BECCS","None"
"20672","None Specified","Reference","South America_Southern","FoodDemand_Group7",2060,13.6255,"BECCS","None"
"20673","None Specified","Reference","South America_Southern","FoodDemand_Group7",2065,15.3381,"BECCS","None"
"20674","None Specified","Reference","South America_Southern","FoodDemand_Group7",2070,17.2056,"BECCS","None"
"20675","None Specified","Reference","South America_Southern","FoodDemand_Group7",2075,19.236,"BECCS","None"
"20676","None Specified","Reference","South America_Southern","FoodDemand_Group7",2080,21.448,"BECCS","None"
"20677","None Specified","Reference","South America_Southern","FoodDemand_Group7",2085,23.8494,"BECCS","None"
"20678","None Specified","Reference","South America_Southern","FoodDemand_Group7",2090,26.364,"BECCS","None"
"20679","None Specified","Reference","South America_Southern","FoodDemand_Group7",2095,28.9971,"BECCS","None"
"20680","None Specified","Reference","South America_Southern","FoodDemand_Group7",2100,31.9003,"BECCS","None"
"20681","None Specified","Reference","South America_Southern","FoodDemand_Group8",1975,2.49508,"BECCS","None"
"20682","None Specified","Reference","South America_Southern","FoodDemand_Group8",1990,2.74966,"BECCS","None"
"20683","None Specified","Reference","South America_Southern","FoodDemand_Group8",2005,4.03273,"BECCS","None"
"20684","None Specified","Reference","South America_Southern","FoodDemand_Group8",2010,5.01903,"BECCS","None"
"20685","None Specified","Reference","South America_Southern","FoodDemand_Group8",2015,5.87817,"BECCS","None"
"20686","None Specified","Reference","South America_Southern","FoodDemand_Group8",2020,6.43788,"BECCS","None"
"20687","None Specified","Reference","South America_Southern","FoodDemand_Group8",2025,7.25898,"BECCS","None"
"20688","None Specified","Reference","South America_Southern","FoodDemand_Group8",2030,8.33635,"BECCS","None"
"20689","None Specified","Reference","South America_Southern","FoodDemand_Group8",2035,9.42355,"BECCS","None"
"20690","None Specified","Reference","South America_Southern","FoodDemand_Group8",2040,10.6377,"BECCS","None"
"20691","None Specified","Reference","South America_Southern","FoodDemand_Group8",2045,11.9914,"BECCS","None"
"20692","None Specified","Reference","South America_Southern","FoodDemand_Group8",2050,13.497,"BECCS","None"
"20693","None Specified","Reference","South America_Southern","FoodDemand_Group8",2055,15.1512,"BECCS","None"
"20694","None Specified","Reference","South America_Southern","FoodDemand_Group8",2060,17.0123,"BECCS","None"
"20695","None Specified","Reference","South America_Southern","FoodDemand_Group8",2065,18.9851,"BECCS","None"
"20696","None Specified","Reference","South America_Southern","FoodDemand_Group8",2070,20.9905,"BECCS","None"
"20697","None Specified","Reference","South America_Southern","FoodDemand_Group8",2075,23.0858,"BECCS","None"
"20698","None Specified","Reference","South America_Southern","FoodDemand_Group8",2080,25.3822,"BECCS","None"
"20699","None Specified","Reference","South America_Southern","FoodDemand_Group8",2085,27.8724,"BECCS","None"
"20700","None Specified","Reference","South America_Southern","FoodDemand_Group8",2090,30.609,"BECCS","None"
"20701","None Specified","Reference","South America_Southern","FoodDemand_Group8",2095,33.6065,"BECCS","None"
"20702","None Specified","Reference","South America_Southern","FoodDemand_Group8",2100,36.7491,"BECCS","None"
"20703","None Specified","Reference","South America_Southern","FoodDemand_Group9",1975,3.77747,"BECCS","None"
"20704","None Specified","Reference","South America_Southern","FoodDemand_Group9",1990,3.96571,"BECCS","None"
"20705","None Specified","Reference","South America_Southern","FoodDemand_Group9",2005,6.35509,"BECCS","None"
"20706","None Specified","Reference","South America_Southern","FoodDemand_Group9",2010,7.15597,"BECCS","None"
"20707","None Specified","Reference","South America_Southern","FoodDemand_Group9",2015,8.27668,"BECCS","None"
"20708","None Specified","Reference","South America_Southern","FoodDemand_Group9",2020,9.13036,"BECCS","None"
"20709","None Specified","Reference","South America_Southern","FoodDemand_Group9",2025,10.3904,"BECCS","None"
"20710","None Specified","Reference","South America_Southern","FoodDemand_Group9",2030,12.035,"BECCS","None"
"20711","None Specified","Reference","South America_Southern","FoodDemand_Group9",2035,13.7385,"BECCS","None"
"20712","None Specified","Reference","South America_Southern","FoodDemand_Group9",2040,15.5847,"BECCS","None"
"20713","None Specified","Reference","South America_Southern","FoodDemand_Group9",2045,17.5381,"BECCS","None"
